Time_Step,Pressure,Average_Filling,Nodes_With_8_Neighbors,Surface_Nodes,Total_Nodes,Filling_Rate,Pressure_Derivative,MA_Filling,MA_Filling_Rate
67,0.05583426390439841,0.5487510072522159,560,681,1241,0.0,0.0008333472224537133,0.5487510072522159,0.0
68,0.05666761112685212,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
69,0.057500958349305825,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
70,0.05833430557175953,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
71,0.05916765279421324,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
72,0.060001000016666944,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
73,0.06083434723912066,0.5487510072522159,560,681,1241,0.0,0.0008333472224537133,0.5487510072522159,0.0
74,0.061667694461574364,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
75,0.06250104168402806,0.5487510072522159,560,681,1241,0.0,0.0008333472224536995,0.5487510072522159,0.0
76,0.06333438890648178,0.5487510072522159,560,681,1241,0.0,0.0008333472224537203,0.5487510072522159,0.0
77,0.06416773612893549,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
78,0.0650010833513892,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
79,0.0658344305738429,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
80,0.06666777779629661,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
81,0.06750112501875032,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
82,0.06833447224120402,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
83,0.06916781946365773,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
84,0.07000116668611144,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
85,0.07083451390856514,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
86,0.07166786113101885,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
87,0.07250120835347255,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
88,0.07333455557592627,0.5487510072522159,560,681,1241,0.0,0.0008333472224537203,0.5487510072522159,0.0
89,0.07416790279837998,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
90,0.07500125002083369,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
91,0.0758345972432874,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
92,0.0766679444657411,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
93,0.0775012916881948,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
94,0.07833463891064851,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
95,0.07916798613310222,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
96,0.08000133335555593,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
97,0.08083468057800963,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
98,0.08166802780046334,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
99,0.08250137502291706,0.5487510072522159,560,681,1241,0.0,0.0008333472224537203,0.5487510072522159,0.0
100,0.08333472224537077,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
101,0.08416806946782447,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
102,0.08500141669027818,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
103,0.08583476391273188,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
104,0.08666811113518559,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
105,0.0875014583576393,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
106,0.088334805580093,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
107,0.08916815280254671,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
108,0.09000150002500042,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
109,0.09083484724745412,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
110,0.09166819446990783,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
111,0.09250154169236155,0.5487510072522159,560,681,1241,0.0,0.0008333472224537203,0.5487510072522159,0.0
112,0.09333488891481526,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
113,0.09416823613726896,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
114,0.09500158335972267,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
115,0.09583493058217638,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
116,0.09666827780463008,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
117,0.09750162502708379,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
118,0.0983349722495375,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
119,0.0991683194719912,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
120,0.10000166669444491,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
121,0.10083501391689861,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
122,0.10166836113935232,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
123,0.10250170836180604,0.5487510072522159,560,681,1241,0.0,0.0008333472224537203,0.5487510072522159,0.0
124,0.10333505558425975,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
125,0.10416840280671345,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
126,0.10500175002916716,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
127,0.10583509725162087,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
128,0.10666844447407457,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
129,0.10750179169652828,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
130,0.10833513891898199,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
131,0.10916848614143569,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
132,0.1100018333638894,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
133,0.1108351805863431,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
134,0.11166852780879682,0.5487510072522159,560,681,1241,0.0,0.0008333472224537203,0.5487510072522159,0.0
135,0.11250187503125053,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
136,0.11333522225370424,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
137,0.11416856947615794,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
138,0.11500191669861165,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
139,0.11583526392106536,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
140,0.11666861114351906,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
141,0.11750195836597277,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
142,0.11833530558842648,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
143,0.11916865281088018,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
144,0.12000200003333389,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
145,0.1208353472557876,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
146,0.12166869447824132,0.5487510072522159,560,681,1241,0.0,0.0008333472224537203,0.5487510072522159,0.0
147,0.12250204170069502,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
148,0.12333538892314873,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
149,0.12416873614560243,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
150,0.12500208336805613,0.5487510072522159,560,681,1241,0.0,0.0008333472224536925,0.5487510072522159,0.0
151,0.12583543059050983,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
152,0.12666877781296357,0.5487510072522159,560,681,1241,0.0,0.0008333472224537342,0.5487510072522159,0.0
153,0.12750212503541727,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
154,0.12833547225787098,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
155,0.1291688194803247,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
156,0.1300021667027784,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
157,0.1308355139252321,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
158,0.1316688611476858,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
159,0.1325022083701395,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
160,0.13333555559259322,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
161,0.13416890281504693,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
162,0.13500225003750063,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
163,0.13583559725995434,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
164,0.13666894448240804,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
165,0.13750229170486175,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
166,0.13833563892731546,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
167,0.13916898614976916,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
168,0.14000233337222287,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
169,0.14083568059467658,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
170,0.14166902781713028,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
171,0.142502375039584,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
172,0.1433357222620377,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
173,0.1441690694844914,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
174,0.1450024167069451,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
175,0.14583576392939884,0.5487510072522159,560,681,1241,0.0,0.0008333472224537342,0.5487510072522159,0.0
176,0.14666911115185255,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
177,0.14750245837430626,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
178,0.14833580559675996,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
179,0.14916915281921367,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
180,0.15000250004166737,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
181,0.15083584726412108,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
182,0.1516691944865748,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
183,0.1525025417090285,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
184,0.1533358889314822,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
185,0.1541692361539359,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
186,0.1550025833763896,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
187,0.15583593059884332,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
188,0.15666927782129703,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
189,0.15750262504375073,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
190,0.15833597226620444,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
191,0.15916931948865815,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
192,0.16000266671111185,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
193,0.16083601393356556,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
194,0.16166936115601926,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
195,0.16250270837847297,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
196,0.16333605560092668,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
197,0.16416940282338038,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
198,0.16500275004583412,0.5487510072522159,560,681,1241,0.0,0.0008333472224537342,0.5487510072522159,0.0
199,0.16583609726828782,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
200,0.16666944449074153,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
201,0.16750279171319524,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
202,0.16833613893564894,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
203,0.16916948615810265,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
204,0.17000283338055636,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
205,0.17083618060301006,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
206,0.17166952782546377,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
207,0.17250287504791748,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
208,0.17333622227037118,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
209,0.1741695694928249,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
210,0.1750029167152786,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
211,0.1758362639377323,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
212,0.176669611160186,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
213,0.17750295838263971,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
214,0.17833630560509342,0.5487510072522159,560,681,1241,0.0,0.0008333472224537064,0.5487510072522159,0.0
215,0.17916965282754713,0.5495568090249798,560,681,1241,0.0008058017727639033,0.0008333472224537064,0.5488315874294922,8.058017727639034e-05
216,0.18000300005000083,0.5495568090249798,560,681,1241,0.0,0.0008333472224537064,0.5489121676067686,8.058017727639034e-05
217,0.18083634727245454,0.5495568090249798,560,681,1241,0.0,0.0008333472224537064,0.5489927477840449,8.058017727639034e-05
218,0.18166969449490825,0.5495568090249798,560,681,1241,0.0,0.0008333472224537064,0.5490733279613214,8.058017727639034e-05
219,0.18250304171736195,0.5495568090249798,560,681,1241,0.0,0.0008333472224537064,0.5491539081385977,8.058017727639034e-05
220,0.18333638893981566,0.5495568090249798,560,681,1241,0.0,0.0008333472224537064,0.549234488315874,8.058017727639034e-05
221,0.18416973616226937,0.5495568090249798,560,681,1241,0.0,0.0008333472224537064,0.5493150684931504,8.058017727639034e-05
222,0.1850030833847231,0.5495568090249798,560,681,1241,0.0,0.0008333472224537342,0.5493956486704267,8.058017727639034e-05
223,0.1858364306071768,0.5495568090249798,560,681,1241,0.0,0.0008333472224537064,0.5494762288477031,8.058017727639034e-05
224,0.1866697778296305,0.5495568090249798,560,681,1241,0.0,0.0008333472224537064,0.5495568090249794,8.058017727639034e-05
225,0.18750312505208422,0.5495568090249798,560,681,1241,0.0,0.0008333472224537064,0.5495568090249794,0.0
226,0.18833647227453792,0.5495568090249798,560,681,1241,0.0,0.0008333472224537064,0.5495568090249794,0.0
227,0.18916981949699163,0.5495568090249798,560,681,1241,0.0,0.0008333472224537064,0.5495568090249794,0.0
228,0.19000316671944534,0.5495568090249798,560,681,1241,0.0,0.0008333472224537064,0.5495568090249794,0.0
229,0.19083651394189904,0.5495568090249798,560,681,1241,0.0,0.0008333472224537064,0.5495568090249794,0.0
230,0.19166986116435275,0.5495568090249798,560,681,1241,0.0,0.0008333472224537064,0.5495568090249794,0.0
231,0.19250320838680646,0.5495568090249798,560,681,1241,0.0,0.0008333472224537064,0.5495568090249794,0.0
232,0.19333655560926016,0.5495568090249798,560,681,1241,0.0,0.0008333472224537064,0.5495568090249794,0.0
233,0.19416990283171387,0.5495568090249798,560,681,1241,0.0,0.0008333472224537064,0.5495568090249794,0.0
234,0.19500325005416758,0.5495568090249798,560,681,1241,0.0,0.0008333472224537064,0.5495568090249794,0.0
235,0.19583659727662128,0.5495568090249798,560,681,1241,0.0,0.0008333472224537064,0.5495568090249794,0.0
236,0.196669944499075,0.5495568090249798,560,681,1241,0.0,0.0008333472224537064,0.5495568090249794,0.0
237,0.1975032917215287,0.5495568090249798,560,681,1241,0.0,0.0008333472224537064,0.5495568090249794,0.0
238,0.1983366389439824,0.5495568090249798,560,681,1241,0.0,0.0008333472224537064,0.5495568090249794,0.0
239,0.1991699861664361,0.5495568090249798,560,681,1241,0.0,0.0008333472224537064,0.5495568090249794,0.0
240,0.20000333338888981,0.5495568090249798,560,681,1241,0.0,0.0008333472224537064,0.5495568090249794,0.0
241,0.20083668061134352,0.5495568090249798,560,681,1241,0.0,0.0008333472224537064,0.5495568090249794,0.0
242,0.20167002783379723,0.5495568090249798,560,681,1241,0.0,0.0008333472224537064,0.5495568090249794,0.0
243,0.20250337505625093,0.5495568090249798,560,681,1241,0.0,0.0008333472224537064,0.5495568090249794,0.0
244,0.20333672227870464,0.5495568090249798,560,681,1241,0.0,0.0008333472224537064,0.5495568090249794,0.0
245,0.20417006950115837,0.5495568090249798,560,681,1241,0.0,0.0008333472224537342,0.5495568090249794,0.0
246,0.20500341672361208,0.5495568090249798,560,681,1241,0.0,0.0008333472224537064,0.5495568090249794,0.0
247,0.2058367639460658,0.5495568090249798,560,681,1241,0.0,0.0008333472224537064,0.5495568090249794,0.0
248,0.2066701111685195,0.5495568090249798,560,681,1241,0.0,0.0008333472224537064,0.5495568090249794,0.0
249,0.2075034583909732,0.5495568090249798,560,681,1241,0.0,0.0008333472224537064,0.5495568090249794,0.0
250,0.2083368056134269,0.5495568090249798,560,681,1241,0.0,0.0008333472224537064,0.5495568090249794,0.0
251,0.2091701528358806,0.5495568090249798,560,681,1241,0.0,0.0008333472224537064,0.5495568090249794,0.0
252,0.21000350005833432,0.5495568090249798,560,681,1241,0.0,0.0008333472224537064,0.5495568090249794,0.0
253,0.21083684728078803,0.5495568090249798,560,681,1241,0.0,0.0008333472224537064,0.5495568090249794,0.0
254,0.21167019450324173,0.5495568090249798,560,681,1241,0.0,0.0008333472224537064,0.5495568090249794,0.0
255,0.21250354172569544,0.5495568090249798,560,681,1241,0.0,0.0008333472224537064,0.5495568090249794,0.0
